mac,termtype,servicecode,svcname,addr,stime,rssi,vtype,vname,ssid,apname,apmac,channel,sec,xpos,ypos,nlong,lati,flags,assid,sid,day,svcode
6C-72-E7-35-8C-92," ",35020321030004,,,1562139949,-65,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700738698,20190703,0
44-04-44-D5-1A-CA," ",35020321030004,,,1562140018,-74,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700739699,20190703,0
DA-A1-19-99-38-D7," ",35020321030004,,,1562139971,-85,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700740600,20190703,0
6C-72-E7-35-8C-92," ",35020321030004,,,1562139941,-75,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700741601,20190703,0
DA-A1-19-0B-DF-93," ",35021221360001,,,1562139962,-85,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213915700742602,20190703,0
78-36-CC-7C-B2-45," ",35020321030004,,,1562139977,-96,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700743503,20190703,0
DA-A1-19-80-56-0A," ",35020321030004,,,1562139960,-81,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700744504,20190703,0
00-08-22-4E-B6-FB," ",35021221360001,,,1562139998,-91,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213915700745505,20190703,0
88-D5-0C-8D-AA-BD," ",35020321030004,,,1562139978,-89,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700746506,20190703,0
F0-43-47-27-9A-34," ",35020321030004,,,1562139925,-79,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700747507,20190703,0
00-08-22-4E-B6-FB," ",35021221360001,,,1562139983,-85,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213915700748508,20190703,0
22-F4-1B-5D-C6-6B," ",35021221360001,,,1562140009,-86,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213915700749509,20190703,0
48-01-C5-0B-56-0D," ",35020321030004,,,1562139933,-83,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700750510,20190703,0
44-04-44-D5-1A-CA," ",35020321030004,,,1562139971,-59,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700751511,20190703,0
DA-A1-19-72-7F-33," ",35020321030004,,,1562139960,-72,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213915700752512,20190703,0
DA-A1-19-F2-38-69," ",35020321030004,,,1562140052,-91,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800640053,20190703,0
6C-72-E7-35-8C-92," ",35020321030004,,,1562140024,-73,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800641454,20190703,0
44-04-44-D5-1A-CA," ",35020321030004,,,1562140057,-73,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800642555,20190703,0
04-54-53-EE-3A-EF," ",35020321030004,,,1562140001,-81,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800643656,20190703,0
DA-A1-19-1A-82-36," ",35020321030004,,,1562140041,-71,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800644657,20190703,0
6C-72-E7-35-8C-92," ",35020321030004,,,1562140024,-74,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800645658,20190703,0
48-01-C5-0B-56-0D," ",35020321030004,,,1562140009,-81,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800646659,20190703,0
B4-BF-F6-9A-07-5D," ",35020321030004,,,1562139986,-87,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800647660,20190703,0
E4-46-DA-FB-B7-5B," ",35020321030004,,,1562140096,-66,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800648661,20190703,0
D0-D7-83-3B-1E-7F," ",35020321030004,,,1562140007,-89,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800649662,20190703,0
44-6E-E5-95-63-18," ",35020321030004,,,1562140001,-81,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800650663,20190703,0
DA-A1-19-F2-38-69," ",35020321030004,,,1562140053,-93,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800651564,20190703,0
48-01-C5-0B-56-0D," ",35020321030004,,,1562140008,-79,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800652565,20190703,0
B4-BF-F6-9A-07-5D," ",35020321030004,,,1562139989,-79,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800653566,20190703,0
48-01-C5-0B-56-0D," ",35020321030004,,,1562140004,-77,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800654567,20190703,0
6C-72-E7-35-8C-92," ",35020321030004,,,1562140024,-65,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800655568,20190703,0
08-4A-CF-DE-A0-E3," ",35020321030004,,,1562139984,-85,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800656569,20190703,0
6C-72-E7-35-8C-92," ",35020321030004,,,1562140033,-65,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800657570,20190703,0
F2-B4-29-0F-5A-7E," ",35020321030004,,,1562140025,-91,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800658571,20190703,0
44-04-44-D5-1A-CA," ",35020321030004,,,1562140089,-72,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800659572,20190703,0
44-04-44-D5-1A-CA," ",35020321030004,,,1562140057,-65,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800660573,20190703,0
6C-72-E7-35-8C-92," ",35020321030004,,,1562140008,-59,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213921800661574,20190703,0
B0-E1-7E-5B-9C-84," ",35021221360001,,,1562140021,-81,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800469930,20190703,0
E4-47-90-E3-02-18," ",35021221360001,,,1562140007,-87,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800471331,20190703,0
DA-A1-19-E4-2E-65," ",35021221360001,,,1562140024,-95,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800473632,20190703,0
76-8D-9C-12-FF-00," ",35021221360001,,,1562140030,-89,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800474633,20190703,0
DA-A1-19-46-A0-D7," ",35021221360001,,,1562140041,-93,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800475634,20190703,0
B0-E1-7E-5B-9C-84," ",35021221360001,,,1562140027,-69,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800476635,20190703,0
DA-A1-19-F4-07-18," ",35021221360001,,,1562140045,-87,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800477636,20190703,0
86-78-8C-F3-0A-06," ",35021221360001,,,1562140074,-93,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800478637,20190703,0
DA-A1-19-97-C0-3B," ",35021221360001,,,1562140058,-98,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800479638,20190703,0
DA-A1-19-DD-0A-65," ",35021221360001,,,1562140038,-87,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800480639,20190703,0
0A-9E-50-80-87-A8," ",35021221360001,,,1562140045,-96,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800481540,20190703,0
B6-CB-82-BE-D8-6C," ",35021221360001,,,1562140027,-89,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800482541,20190703,0
DA-A1-19-F4-07-18," ",35021221360001,,,1562140045,-93,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800483542,20190703,0
C8-EE-A6-34-D0-41," ",35021221360001,,,1562140029,-93,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800484543,20190703,0
C8-F7-33-1F-06-6C," ",35021221360001,,,1562140048,-91,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800485544,20190703,0
D4-9E-05-A6-6C-FB," ",35021221360001,,,1562140015,-77,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800486545,20190703,0
DA-A1-19-46-A0-D7," ",35021221360001,,,1562140041,-91,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800487546,20190703,0
DA-A1-19-97-C0-3B," ",35021221360001,,,1562140067,-93,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800488547,20190703,0
DA-A1-19-DD-0A-65," ",35021221360001,,,1562140038,-95,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800489448,20190703,0
DA-A1-19-D3-11-06," ",35021221360001,,,1562140020,-83,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800490449,20190703,0
EC-01-EE-69-A8-5A," ",35021221360001,,,1562140015,-77,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800491450,20190703,0
DA-A1-19-97-C0-3B," ",35021221360001,,,1562140058,-89,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800492451,20190703,0
DA-A1-19-5C-45-F9," ",35021221360001,,,1562140067,-94,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800493452,20190703,0
DA-A1-19-D3-11-06," ",35021221360001,,,1562140020,-95,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213921800494653,20190703,0
DA-A1-19-A1-91-F6," ",35021221360001,,,1562140108,-87,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700764066,20190703,0
DA-A1-19-DD-7C-30," ",35020321030004,,,1562140122,-73,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700765467,20190703,0
BE-AD-92-5B-0C-72," ",35021221360001,,,1562140119,-89,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700766468,20190703,0
DA-A1-19-00-5A-B1," ",35020321030004,,,1562140092,-89,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700767569,20190703,0
20-F5-43-F7-8C-EA," ",35020321030004,,,1562140060,-85,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700768570,20190703,0
DA-A1-19-40-CE-B7," ",35020321030004,,,1562140079,-55,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700769571,20190703,0
E4-46-DA-FB-B7-5B," ",35020321030004,,,1562140092,-59,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700770572,20190703,0
86-78-8C-F3-0A-06," ",35021221360001,,,1562140119,-92,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700771573,20190703,0
0C-4B-54-3F-1C-4C," ",35020321030004,,,1562140060,-83,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700772574,20190703,0
F4-8B-32-DF-59-17," ",35020321030004,,,1562140060,-81,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700773475,20190703,0
B4-BF-F6-9A-07-5D," ",35020321030004,,,1562140043,-83,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700775776,20190703,0
98-CF-53-45-AC-83," ",35020321030004,,,1562140060,-83,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700776777,20190703,0
18-E2-9F-79-0D-84," ",35021221360001,,,1562140092,-95,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700777778,20190703,0
BE-AD-92-5B-0C-72," ",35021221360001,,,1562140115,-91,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700778779,20190703,0
10-9E-3A-8D-47-BE," ",35021221360001,,,1562140104,-91,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700779780,20190703,0
6C-72-E7-35-8C-92," ",35020321030004,,,1562140061,-61,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700780781,20190703,0
DA-A1-19-55-47-3B," ",35021221360001,,,1562140069,-85,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700781682,20190703,0
E4-46-DA-FB-B7-5B," ",35020321030004,,,1562140152,-53,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700782683,20190703,0
E4-46-DA-FB-B7-5B," ",35020321030004,,,1562140080,-79,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700783684,20190703,0
34-78-D7-DC-A7-37," ",35020321030004,,,1562140092,-90,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700784685,20190703,0
DA-A1-19-00-5A-B1," ",35020321030004,,,1562140092,-95,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700785686,20190703,0
DA-A1-19-75-DF-81," ",35020321030004,,,1562140106,-90,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700786687,20190703,0
DA-A1-19-94-90-B0," ",35020321030004,,,1562140079,-57,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700787688,20190703,0
44-04-44-D5-1A-CA," ",35020321030004,,,1562140057,-49,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700788689,20190703,0
BE-AD-92-5B-0C-72," ",35021221360001,,,1562140115,-87,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700789690,20190703,0
24-79-F3-D3-8E-1B," ",35021221360001,,,1562140103,-89,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700790691,20190703,0
B4-BF-F6-9A-07-5D," ",35020321030004,,,1562140047,-83,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700791692,20190703,0
DA-A1-19-11-E5-18," ",35020321030004,,,1562140079,-78,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700792693,20190703,0
D0-D7-83-3B-1E-7F," ",35020321030004,,,1562140065,-85,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700794494,20190703,0
DA-A1-19-5B-F2-00," ",35021221360001,,,1562140067,-79,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700795495,20190703,0
CC-29-F5-C0-47-35," ",35020321030004,,,1562140060,-83,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700796496,20190703,0
DA-A1-19-F2-38-69," ",35020321030004,,,1562140052,-87,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700797397,20190703,0
48-01-C5-0B-56-0D," ",35020321030004,,,1562140058,-83,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700798398,20190703,0
DA-A1-19-92-8E-77," ",35020321030004,,,1562140079,-86,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700799399,20190703,0
24-79-F3-D3-8E-1B," ",35021221360001,,,1562140103,-87,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700800300,20190703,0
DA-A1-19-A1-91-F6," ",35021221360001,,,1562140108,-98,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700801601,20190703,0
C8-EE-A6-34-D0-41," ",35021221360001,,,1562140080,-93,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700802602,20190703,0
E4-46-DA-FB-B7-5B," ",35020321030004,,,1562140084,-61,null," "," ",671153497001F7A74EA40,00-1F-7A-74-EA-40,null," "," "," ",118.13952,24.49240,null," ",156213927700803603,20190703,0
DA-A1-19-F2-AF-9A," ",35021221360001,,,1562140137,-97,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700804604,20190703,0
50-3C-EA-92-77-C1," ",35021221360001,,,1562140076,-83,null," "," ",671153497001F7A7064E0,00-1F-7A-70-64-E0,null," "," "," ",118.13526,24.71718,null," ",156213927700805605,20190703,0
